m1,m2,m3,m4,m5,m6,repository,version,ncloc,code_quality,testing_status,maintainability,reliability,total
0.8705882352941177,0.03529411764705882,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,UserInterface,03,5458,0.5901176470588236,0.8823529411764706,0.2950588235294118,0.4411764705882353,0.7362352941176471
0.8638132295719845,0.03501945525291829,0.8832684824902723,0.8832684824902723,0.8832684824902723,0.8832684824902723,UserInterface,04,33448,0.5880933852140078,0.8832684824902723,0.2940466926070039,0.44163424124513617,0.7356809338521401
0.75,0.125,1.0,1.0,1.0,1.0,User,03,209,0.61875,1.0,0.309375,0.5,0.809375
0.75,0.125,1.0,1.0,1.0,1.0,User,04,418,0.61875,1.0,0.309375,0.5,0.809375
0.625,0.125,1.0,1.0,1.0,1.0,FishWiki,03,343,0.5775,1.0,0.28875,0.5,0.7887500000000001
0.625,0.125,1.0,1.0,1.0,1.0,FishWiki,04,668,0.5775,1.0,0.28875,0.5,0.7887500000000001
0.625,0.125,1.0,1.0,1.0,1.0,FishLog,03,384,0.5775,1.0,0.28875,0.5,0.7887500000000001
0.6,0.12,0.96,0.96,0.96,0.96,FishLog,04,1125,0.5544,0.96,0.2772,0.48,0.7572
